4
4
1 2
4
1.0058	7.2207
1.6764	6.9982
2.5298	6.9007
3.5052	6.9098
5.0902	6.9159
5.5474	6.7727
6.035	6.5623
6.4922	6.4404
7.3152	6.0899
7.4371	6.0503
8.5039	5.9009
9.7536	5.7028
10.8204	5.7424
11.7958	5.7455
11.8567	5.7424
12.6797	6.16
12.893	6.2484
13.4112	6.416
14.4475	6.6507
15.8191	6.7147
17.4346	6.8641
18.5928	7.0074
19.0805	7.0287
20.6959	7.2085
22.2809	7.6078
56.39
27	
7	21 0.04
1	27 0.08
0	7.5682
0.823	7.2878
1.1582	7.1049
1.8898	6.8671
2.8651	6.797
3.9624	6.8123
5.7302	6.8306
6.2789	6.6873
6.797	6.4587
7.3152	6.3337
8.2296	6.0137
8.3515	5.9802
9.5707	5.843
11.0033	5.651
12.0091	5.6906
12.9235	5.6906
12.9845	5.7028
13.777	6.1143
13.9598	6.2057
14.478	6.3673
15.4534	6.6081
16.7335	6.669
18.227	6.8062
19.2938	6.9312
19.751	6.9525
21.2141	7.1598
22.6771	7.5408
54.86
28	
7	21 0.04
1	28 0.08
0	7.559
0.9449	7.1963
1.2802	6.9891
2.1031	6.7361
3.2004	6.6934
4.4196	6.7178
6.4008	6.7452
6.9799	6.5989
7.5895	6.352
8.1382	6.2301
9.1745	5.9345
9.2964	5.907
10.668	5.7851
12.2225	5.5839
13.1978	5.6388
14.0513	5.6479
14.1122	5.6632
14.8742	6.0716
15.0571	6.1631
15.5448	6.3155
16.4897	6.5623
17.6479	6.6264
19.0195	6.7452
19.9949	6.8519
20.3911	6.8763
21.7322	7.111
23.0734	7.4767
25.0241	7.7114
57.00
28	
7	21 0.04
1	28 0.08
0	7.5377
1.0363	7.1018
1.4021	6.8763
2.3165	6.602
3.5357	6.5898
4.8768	6.6233
7.0714	6.6629
7.7114	6.5136
8.3515	6.2454
8.9611	6.1265
10.0889	5.8552
10.2413	5.8339
11.7348	5.7241
13.4417	5.5535
14.3561	5.59
15.2095	5.6022
15.24	5.6236
15.9715	6.0259
16.1544	6.1204
16.5811	6.2667
17.4955	6.5197
18.5623	6.5837
19.7815	6.6873
20.6654	6.7757
21.0312	6.797
22.2504	7.0622
23.4696	7.4127
25.0241	7.681
57.91
28	
7	21 0.04
1	28 0.08
0	7.5042
1.1278	7.0104
1.5545	6.7605
2.5298	6.4709
3.871	6.4861
5.334	6.5258
7.7114	6.5776
8.4125	6.4252
9.144	6.1417
9.8146	6.0198
11.0338	5.779
11.1862	5.7638
12.8016	5.6662
14.6609	5.5047
15.5448	5.5382
16.3373	5.5596
16.3678	5.5809
17.0688	5.9802
17.2212	6.0777
17.6479	6.2179
18.5318	6.474
19.4767	6.538
20.574	6.6294
21.3665	6.6995
21.7018	6.7208
22.7686	7.0134
23.8658	7.3487
25.146	7.5651
3 4
3
27	
7	21 0.04
1	27 0.08
0	7.681
2.5298	7.2542
3.5052	7.0104
5.6998	6.9494
8.7173	6.8275
12.0091	6.7056
17.3431	6.5776
18.9281	6.4252
20.574	6.1417
22.0675	6.0198
24.8107	5.779
25.1765	5.7638
28.8036	5.6662
32.0345	5.4712
34.9606	5.5382
36.7589	5.5596
36.8198	5.5809
38.4048	5.9802
38.7401	6.0777
39.7154	6.2179
41.6966	6.474
43.8302	6.538
46.2991	6.6294
48.067	6.6995
48.829	6.7208
51.2369	7.0134
53.6753	7.5042
47.24
39	
7	33 0.04
1	39 0.08
0	7.6505
2.5298	7.1719
3.4747	6.9281
5.6693	6.7909
8.6868	6.7147
11.9786	6.6446
17.3431	6.5776
18.8366	6.4313
18.989	6.4191
20.4216	6.1631
20.635	6.1356
21.8542	6.035
22.2199	6.0107
24.5364	5.8064
24.8107	5.7821
24.9631	5.7729
25.2984	5.7577
28.3159	5.6784
29.0779	5.6479
32.3698	5.4315
34.4729	5.526
35.1739	5.5413
36.3931	5.5565
36.4846	5.5626
36.8808	5.6022
36.9418	5.6205
38.1305	5.9192
38.5267	6.0107
38.5267	6.0168
38.801	6.093
39.563	6.1966
39.7764	6.2271
41.6966	6.474
43.7998	6.538
46.2686	6.6294
48.067	6.6995
48.829	6.7208
51.2064	7.0134
53.6753	7.5042
42.67
39	
7	33 0.04
1	39 0.08
0	7.62
2.5298	7.0927
3.4747	6.8428
5.6693	6.6294
8.6868	6.5989
11.9786	6.5867
17.3431	6.5776
18.9281	6.4282
18.989	6.413
20.4826	6.1539
20.6959	6.1295
22.0066	6.0289
22.2809	6.0015
24.6888	5.7912
25.0241	5.7729
25.146	5.7668
25.5118	5.7546
28.5902	5.6723
29.2608	5.6297
32.6441	5.4132
34.6862	5.5321
35.3873	5.5443
36.5455	5.5565
36.6065	5.5717
37.0942	5.6449
37.1551	5.6632
38.2524	5.9497
38.4658	6.0411
38.5877	6.0472
38.9534	6.1051
39.624	6.2057
39.8374	6.2362
41.6966	6.474
43.7998	6.538
46.2686	6.6294
48.067	6.6995
48.829	6.7208
51.2064	7.0134
53.6753	7.5072
51.82
27	
7	21 0.04
1	27 0.08
0	7.5895
2.5298	7.0104
3.4747	6.7605
5.6693	6.4709
8.6868	6.4861
11.9786	6.5258
17.3431	6.5776
18.9281	6.4252
20.574	6.1417
22.0675	6.0198
24.8107	5.779
25.146	5.7638
28.8036	5.6662
32.9794	5.395
34.9606	5.5382
36.7589	5.5596
36.8198	5.5809
38.4048	5.9802
38.7401	6.0777
39.685	6.2179
41.6966	6.474
43.7998	6.538
46.2686	6.6294
48.067	6.6995
48.829	6.7208
51.2064	7.0134
53.6753	7.5133


